retailer,diamond_type,shape,polish,symmetry,fluorescence,retail_price,price_carat,qualityScore,qualityMaxScore,cut,color,clarity,carat,report,price_2025,price_carat_2025
avignon diamonds,lab,round,Excellent,Excellent,None,2842.0,1359.81,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2842.0,1359.81
cirrus gems,lab,round,Excellent,Excellent,None,2797.0,1338.28,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2797.0,1338.28
ember star,lab,round,Excellent,Excellent,None,2794.11,1336.89,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2794.11,1336.89
jane brear,lab,round,Excellent,Excellent,None,2805.0,1342.11,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2805.0,1342.11
kiyo,lab,round,Excellent,Excellent,None,2789.0,1334.45,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2789.0,1334.45
michelle kennedy,lab,round,Excellent,Excellent,None,2830.78,1354.44,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2830.78,1354.44
simetría,lab,round,Excellent,Excellent,None,2809.55,1344.28,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2809.55,1344.28
taiga gems,lab,round,Excellent,Excellent,None,2848.0,1362.68,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2848.0,1362.68
temperley,lab,round,Excellent,Excellent,None,2831.75,1354.9,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2831.75,1354.9
tierra mia diamonds,lab,round,Excellent,Excellent,None,2863.6,1370.14,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2863.6,1370.14
verve jewels,lab,round,Excellent,Excellent,None,2822.0,1350.24,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2822.0,1350.24
vespera gems,lab,round,Excellent,Excellent,None,2810.0,1344.5,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2810.0,1344.5
white lily,lab,round,Excellent,Excellent,None,2830.78,1354.44,18.0,18.0,super ideal,E,VVS2,2.09,IGI,2830.78,1354.44
diamonds by zoya,lab,oval,Very Good,Very Good,None,312.0,557.14,15.0,15.0,super ideal,F,VS1,0.56,IGI,312.0,557.14
cirrus gems,lab,round,Excellent,Excellent,None,1358.0,771.59,18.0,18.0,ideal,G,VS2,1.76,IGI,1358.0,771.59
fabiola,lab,round,Excellent,Excellent,None,1380.0,784.09,18.0,18.0,ideal,G,VS2,1.76,IGI,1380.0,784.09
periwinkle stones,lab,round,Excellent,Excellent,None,1389.0,789.2,18.0,18.0,ideal,G,VS2,1.76,IGI,1389.0,789.2
white lily,lab,round,Excellent,Excellent,None,1660.0,943.18,18.0,18.0,ideal,G,VS2,1.76,IGI,1660.0,943.18
albert's creations,lab,round,Excellent,Excellent,None,3730.0,1492.0,18.0,18.0,super ideal,E,VS1,2.5,IGI,3730.0,1492.0
atkinson crafts,lab,round,Excellent,Excellent,None,3802.0,1520.8,18.0,18.0,super ideal,E,VS1,2.5,IGI,3802.0,1520.8
avignon diamonds,lab,round,Excellent,Excellent,None,3620.0,1448.0,18.0,18.0,super ideal,E,VS1,2.5,IGI,3620.0,1448.0
diamonds by zoya,lab,round,Excellent,Excellent,None,3549.0,1419.6,18.0,18.0,super ideal,E,VS1,2.5,IGI,3549.0,1419.6
ember star,lab,round,Excellent,Excellent,None,3573.0,1429.2,18.0,18.0,super ideal,E,VS1,2.5,IGI,3573.0,1429.2
jane brear,lab,round,Excellent,Excellent,None,3722.0,1488.8,18.0,18.0,super ideal,E,VS1,2.5,IGI,3722.0,1488.8
marlowe & co,lab,round,Excellent,Excellent,None,3718.0,1487.2,18.0,18.0,super ideal,E,VS1,2.5,IGI,3718.0,1487.2
michelle kennedy,lab,round,Excellent,Excellent,None,3755.13,1502.05,18.0,18.0,super ideal,E,VS1,2.5,IGI,3755.13,1502.05
n. b. diamonds,lab,round,Excellent,Excellent,None,3607.0,1442.8,18.0,18.0,super ideal,E,VS1,2.5,IGI,3607.0,1442.8
periwinkle stones,lab,round,Excellent,Excellent,None,3749.0,1499.6,18.0,18.0,super ideal,E,VS1,2.5,IGI,3749.0,1499.6
serenade diamonds,lab,round,Excellent,Excellent,None,3549.0,1419.6,18.0,18.0,super ideal,E,VS1,2.5,IGI,3549.0,1419.6
starlit stones,lab,round,Excellent,Excellent,None,3714.0,1485.6,18.0,18.0,super ideal,E,VS1,2.5,IGI,3714.0,1485.6
tamara,lab,round,Excellent,Excellent,None,3737.0,1494.8,18.0,18.0,super ideal,E,VS1,2.5,IGI,3737.0,1494.8
temperley,lab,round,Excellent,Excellent,None,3737.22,1494.89,18.0,18.0,super ideal,E,VS1,2.5,IGI,3737.22,1494.89
tierra mia diamonds,lab,round,Excellent,Excellent,None,3625.0,1450.0,18.0,18.0,super ideal,E,VS1,2.5,IGI,3625.0,1450.0
white lily,lab,round,Excellent,Excellent,None,3720.0,1488.0,18.0,18.0,super ideal,E,VS1,2.5,IGI,3720.0,1488.0
jane brear,lab,princess,Excellent,Excellent,None,890.83,832.55,15.0,15.0,super ideal,F,VVS2,1.07,IGI,890.83,832.55
lotus creation,lab,princess,Excellent,Excellent,None,849.33,793.77,15.0,15.0,super ideal,F,VVS2,1.07,IGI,849.33,793.77
meridian crafts,lab,princess,Excellent,Excellent,None,866.0,809.35,15.0,15.0,super ideal,F,VVS2,1.07,IGI,866.0,809.35
michelle kennedy,lab,princess,Excellent,Excellent,None,890.83,832.55,15.0,15.0,super ideal,F,VVS2,1.07,IGI,890.83,832.55
simetría,lab,princess,Excellent,Excellent,None,851.26,795.57,15.0,15.0,super ideal,F,VVS2,1.07,IGI,851.26,795.57
temperley,lab,princess,Excellent,Excellent,None,901.0,842.06,15.0,15.0,super ideal,F,VVS2,1.07,IGI,901.0,842.06
white lily,lab,princess,Excellent,Excellent,None,890.83,832.55,15.0,15.0,super ideal,F,VVS2,1.07,IGI,890.83,832.55
temperley,lab,round,Very Good,Excellent,None,357.0,425.0,17.0,18.0,very good,E,VVS2,0.84,IGI,357.0,425.0
rosella,lab,oval,Very Good,Very Good,None,320.43,572.2,15.0,15.0,very good,E,VVS2,0.56,IGI,320.43,572.2
vega diamonds,lab,oval,Excellent,Excellent,None,325.26,580.82,14.0,15.0,very good,E,VVS2,0.56,IGI,325.26,580.82
michelle kennedy,lab,round,Excellent,Excellent,None,820.0,803.92,18.0,18.0,ideal,G,VS2,1.02,IGI,820.0,803.92
nova stars,lab,round,Excellent,Excellent,None,646.0,633.33,18.0,18.0,ideal,G,VS2,1.02,IGI,646.0,633.33
temperley,lab,round,Excellent,Excellent,None,675.0,661.76,18.0,18.0,ideal,G,VS2,1.02,IGI,675.0,661.76
michelle kennedy,lab,round,Excellent,Excellent,None,345.0,584.75,18.0,18.0,ideal,H,VS1,0.59,IGI,345.0,584.75
avignon diamonds,lab,round,Excellent,Excellent,None,1377.0,810.0,18.0,18.0,ideal,G,VS2,1.7,IGI,1377.0,810.0
clermont diamonds,lab,round,Excellent,Excellent,None,1374.0,808.24,18.0,18.0,ideal,G,VS2,1.7,IGI,1374.0,808.24
fabiola,lab,round,Excellent,Excellent,None,1381.0,812.35,18.0,18.0,ideal,G,VS2,1.7,IGI,1381.0,812.35
periwinkle stones,lab,round,Excellent,Excellent,None,1384.0,814.12,18.0,18.0,ideal,G,VS2,1.7,IGI,1384.0,814.12
albert's creations,lab,round,Excellent,Excellent,None,1204.0,802.67,18.0,18.0,ideal,E,SI1,1.5,IGI,1204.0,802.67
clermont diamonds,lab,round,Excellent,Excellent,None,1197.0,798.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1197.0,798.0
equinox jewels,lab,round,Excellent,Excellent,None,1168.0,778.67,18.0,18.0,ideal,E,SI1,1.5,IGI,1168.0,778.67
fabiola,lab,round,Excellent,Excellent,None,1187.0,791.33,18.0,18.0,ideal,E,SI1,1.5,IGI,1187.0,791.33
infinity diamonds,lab,round,Excellent,Excellent,None,1173.0,782.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1173.0,782.0
jane brear,lab,round,Excellent,Excellent,None,1190.0,793.33,17.0,18.0,ideal,E,SI1,1.5,IGI,1190.0,793.33
michelle kennedy,lab,round,Excellent,Very Good,None,1245.0,830.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1245.0,830.0
periwinkle stones,lab,round,Excellent,Excellent,None,1203.0,802.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1203.0,802.0
sigma diamonds,lab,round,Excellent,Excellent,None,1188.0,792.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1188.0,792.0
silva diamonds,lab,round,Excellent,Excellent,None,1178.0,785.33,18.0,18.0,ideal,E,SI1,1.5,IGI,1178.0,785.33
starlit stones,lab,round,Excellent,Excellent,None,1221.0,814.0,17.0,18.0,ideal,E,SI1,1.5,IGI,1221.0,814.0
taiga gems,lab,round,Excellent,Excellent,None,1204.0,802.67,18.0,18.0,ideal,E,SI1,1.5,IGI,1204.0,802.67
temperley,lab,round,Excellent,Excellent,None,1209.0,806.0,18.0,18.0,ideal,E,SI1,1.5,IGI,1209.0,806.0
thalassa gems,lab,round,Excellent,Excellent,None,1177.0,784.67,18.0,18.0,ideal,E,SI1,1.5,IGI,1177.0,784.67
white lily,lab,round,Excellent,Excellent,None,1229.0,819.33,18.0,18.0,ideal,E,SI1,1.5,IGI,1229.0,819.33
albert's creations,lab,round,Excellent,Excellent,None,348.0,483.33,18.0,18.0,super ideal,D,VS1,0.72,IGI,348.0,483.33
bella gems,lab,round,Excellent,Excellent,None,337.3,468.47,18.0,18.0,super ideal,D,VS1,0.72,IGI,337.3,468.47
ember star,lab,round,Excellent,Excellent,None,351.0,487.5,18.0,18.0,super ideal,D,VS1,0.72,IGI,351.0,487.5
eternity fine jewelers,lab,round,Excellent,Excellent,None,347.26,482.31,18.0,18.0,super ideal,D,VS1,0.72,IGI,347.26,482.31
hazel diamonds,lab,round,Excellent,Excellent,None,346.49,481.24,18.0,18.0,super ideal,D,VS1,0.72,IGI,346.49,481.24
hoseki,lab,round,Excellent,Very Good,None,354.22,491.97,18.0,18.0,super ideal,D,VS1,0.72,IGI,354.22,491.97
jane brear,lab,round,Excellent,Excellent,None,377.0,523.61,18.0,18.0,super ideal,D,VS1,0.72,IGI,377.0,523.61
knox diamonds,lab,round,Excellent,Excellent,None,347.0,481.94,18.0,18.0,super ideal,D,VS1,0.72,IGI,347.0,481.94
marlowe & co,lab,round,Excellent,Excellent,None,396.01,550.01,18.0,18.0,super ideal,D,VS1,0.72,IGI,396.01,550.01
mei & co,lab,round,Excellent,Excellent,None,344.27,478.15,18.0,18.0,super ideal,D,VS1,0.72,IGI,344.27,478.15
michelle kennedy,lab,round,Excellent,Excellent,None,383.0,531.94,18.0,18.0,super ideal,D,VS1,0.72,IGI,383.0,531.94
promenade jewelry,lab,round,Excellent,Excellent,None,366.16,508.56,18.0,18.0,super ideal,D,VS1,0.72,IGI,366.16,508.56
roma diamonds,lab,round,Very Good,Excellent,None,351.0,487.5,18.0,18.0,super ideal,D,VS1,0.72,IGI,351.0,487.5
serenade diamonds,lab,round,Excellent,Excellent,None,343.28,476.78,18.0,18.0,super ideal,D,VS1,0.72,IGI,343.28,476.78
simetría,lab,round,Excellent,Excellent,None,330.08,458.44,18.0,18.0,super ideal,D,VS1,0.72,IGI,330.08,458.44
temperley,lab,round,Excellent,Excellent,None,372.0,516.67,18.0,18.0,super ideal,D,VS1,0.72,IGI,372.0,516.67
white lily,lab,round,Excellent,Excellent,None,367.16,509.94,18.0,18.0,super ideal,D,VS1,0.72,IGI,367.16,509.94
taiga gems,lab,round,Excellent,Excellent,None,820.88,646.36,18.0,18.0,super ideal,H,VS1,1.27,IGI,820.88,646.36
bayside gems,lab,pear,Excellent,Excellent,None,3751.15,1667.18,15.0,15.0,super ideal,D,VVS2,2.25,IGI,3751.15,1667.18
michelle kennedy,lab,pear,Excellent,Excellent,None,3540.0,1573.33,15.0,15.0,super ideal,D,VVS2,2.25,IGI,3540.0,1573.33
promenade jewelry,lab,pear,Excellent,Excellent,None,3533.28,1570.35,15.0,15.0,super ideal,D,VVS2,2.25,IGI,3533.28,1570.35
temperley,lab,pear,Excellent,Excellent,None,3563.0,1583.56,15.0,15.0,super ideal,D,VVS2,2.25,IGI,3563.0,1583.56
temperley,lab,round,Excellent,Excellent,None,673.0,580.17,18.0,18.0,super ideal,I,SI1,1.16,IGI,673.0,580.17
white lily,lab,round,Excellent,Excellent,None,673.0,580.17,18.0,18.0,super ideal,I,SI1,1.16,IGI,673.0,580.17
cornerstone,lab,round,Good,Good,None,919.0,883.65,15.0,18.0,very good,D,VVS2,1.04,IGI,919.0,883.65
michelle kennedy,lab,round,Excellent,Excellent,None,902.0,867.31,16.0,18.0,very good,D,VVS2,1.04,IGI,902.0,867.31
cirrus gems,lab,round,Excellent,Excellent,None,1225.0,770.44,18.0,18.0,ideal,H,VS1,1.59,IGI,1225.0,770.44
clermont diamonds,lab,round,Excellent,Excellent,None,1218.88,766.59,18.0,18.0,ideal,H,VS1,1.59,IGI,1218.88,766.59
jane brear,lab,round,Excellent,Excellent,None,1233.8,775.97,18.0,18.0,ideal,H,VS1,1.59,IGI,1233.8,775.97
jane brear,lab,round,Excellent,Excellent,None,1782.63,869.58,18.0,18.0,super ideal,H,SI1,2.05,IGI,1782.63,869.58
michelle kennedy,lab,round,Excellent,Very Good,None,1490.0,726.83,18.0,18.0,super ideal,H,SI1,2.05,IGI,1490.0,726.83
ember star,lab,round,Excellent,Excellent,None,852.0,747.37,18.0,18.0,super ideal,G,VVS2,1.14,IGI,852.0,747.37
eternity fine jewelers,lab,round,Excellent,Excellent,None,880.0,771.93,18.0,18.0,super ideal,G,VVS2,1.14,IGI,880.0,771.93
fabiola,lab,round,Excellent,Excellent,None,874.0,766.67,18.0,18.0,super ideal,G,VVS2,1.14,IGI,874.0,766.67
jane brear,lab,round,Excellent,Excellent,None,895.66,785.67,18.0,18.0,super ideal,G,VVS2,1.14,IGI,895.66,785.67
sunset gems,lab,round,Excellent,Excellent,None,867.0,760.53,18.0,18.0,super ideal,G,VVS2,1.14,IGI,867.0,760.53
fabiola,lab,princess,Excellent,Excellent,None,1202.0,864.75,15.0,15.0,super ideal,E,VS2,1.39,IGI,1202.0,864.75
michelle kennedy,lab,princess,Excellent,Excellent,None,1234.0,887.77,15.0,15.0,super ideal,E,VS2,1.39,IGI,1234.0,887.77
temperley,lab,princess,Excellent,Excellent,None,1207.0,868.35,15.0,15.0,super ideal,E,VS2,1.39,IGI,1207.0,868.35
vega diamonds,lab,princess,Excellent,Excellent,None,1175.0,845.32,15.0,15.0,super ideal,E,VS2,1.39,IGI,1175.0,845.32
white lily,lab,oval,Very Good,Excellent,None,379.0,701.85,15.0,15.0,super ideal,F,VS2,0.54,IGI,379.0,701.85
cirrus gems,lab,pear,Excellent,Excellent,None,1282.0,854.67,15.0,15.0,super ideal,H,VS1,1.5,IGI,1282.0,854.67
mei & co,lab,pear,Excellent,Excellent,None,1273.0,848.67,15.0,15.0,super ideal,H,VS1,1.5,IGI,1273.0,848.67
oasis diamonds,lab,pear,Excellent,Excellent,None,1305.44,870.29,15.0,15.0,super ideal,H,VS1,1.5,IGI,1305.44,870.29
taiga gems,lab,pear,Excellent,Excellent,None,1256.0,837.33,15.0,15.0,super ideal,H,VS1,1.5,IGI,1256.0,837.33
temperley,lab,pear,Excellent,Excellent,None,1340.0,893.33,15.0,15.0,super ideal,H,VS1,1.5,IGI,1340.0,893.33
magnolia,lab,round,Very Good,Very Good,None,676.0,696.91,17.0,18.0,very good,D,VS1,0.97,IGI,676.0,696.91
michelle kennedy,lab,round,Very Good,Very Good,None,718.0,740.21,15.0,18.0,very good,D,VS1,0.97,IGI,718.0,740.21
roma diamonds,lab,round,Excellent,Excellent,None,673.0,693.81,17.0,18.0,very good,D,VS1,0.97,IGI,673.0,693.81
magnolia,lab,oval,Very Good,Very Good,None,355.0,669.81,15.0,15.0,super ideal,E,VVS2,0.53,IGI,355.0,669.81
rosella,lab,oval,Very Good,Very Good,None,337.0,635.85,15.0,15.0,super ideal,E,VVS2,0.53,IGI,337.0,635.85
vega diamonds,lab,oval,Very Good,Very Good,None,321.39,606.4,15.0,15.0,super ideal,E,VVS2,0.53,IGI,321.39,606.4
jane brear,lab,round,Excellent,Excellent,None,3767.07,1494.87,18.0,18.0,super ideal,J,VS1,2.52,IGI,3767.07,1494.87
michelle kennedy,lab,round,Excellent,Excellent,None,3767.07,1494.87,18.0,18.0,super ideal,J,VS1,2.52,IGI,3767.07,1494.87
n. b. diamonds,lab,round,Excellent,Excellent,None,1989.0,789.29,18.0,18.0,super ideal,J,VS1,2.52,IGI,1989.0,789.29
white lily,lab,round,Excellent,Excellent,None,2003.0,794.84,18.0,18.0,super ideal,J,VS1,2.52,IGI,2003.0,794.84
albert's creations,lab,pear,Very Good,Very Good,None,350.24,625.43,15.0,15.0,super ideal,D,VS1,0.56,IGI,350.24,625.43
diamonds by zoya,lab,pear,Excellent,Very Good,None,358.2,639.64,15.0,15.0,super ideal,D,VS1,0.56,IGI,358.2,639.64
vega diamonds,lab,pear,Excellent,Excellent,None,339.73,606.66,15.0,15.0,super ideal,D,VS1,0.56,IGI,339.73,606.66
white lily,lab,pear,Very Good,Very Good,None,368.0,657.14,15.0,15.0,super ideal,D,VS1,0.56,IGI,368.0,657.14
michelle kennedy,lab,oval,Excellent,Excellent,None,812.0,796.08,15.0,15.0,super ideal,H,VVS2,1.02,IGI,812.0,796.08
taiga gems,lab,oval,Excellent,Excellent,None,786.0,770.59,15.0,15.0,super ideal,H,VVS2,1.02,IGI,786.0,770.59
westminster diamonds,lab,oval,Excellent,Excellent,None,800.98,785.27,15.0,15.0,super ideal,H,VVS2,1.02,IGI,800.98,785.27
temperley,lab,round,Excellent,Excellent,None,1325.0,736.11,18.0,18.0,super ideal,J,VS2,1.8,IGI,1325.0,736.11
white lily,lab,round,Excellent,Excellent,None,1325.0,736.11,18.0,18.0,super ideal,J,VS2,1.8,IGI,1325.0,736.11
meridian crafts,lab,princess,Excellent,Excellent,None,364.0,449.38,15.0,15.0,super ideal,F,VVS2,0.81,IGI,364.0,449.38
temperley,lab,princess,Very Good,Excellent,None,373.0,460.49,15.0,15.0,super ideal,F,VVS2,0.81,IGI,373.0,460.49
cirrus gems,lab,round,Excellent,Excellent,None,1681.0,747.11,18.0,18.0,super ideal,I,VS1,2.25,IGI,1681.0,747.11
jane brear,lab,round,Excellent,Excellent,None,1734.28,770.79,18.0,18.0,super ideal,I,VS1,2.25,IGI,1734.28,770.79
temperley,lab,round,Excellent,Excellent,None,1737.0,772.0,18.0,18.0,super ideal,I,VS1,2.25,IGI,1737.0,772.0
vega diamonds,lab,round,Excellent,Excellent,None,1681.0,747.11,18.0,18.0,super ideal,I,VS1,2.25,IGI,1681.0,747.11
white lily,lab,round,Excellent,Excellent,None,1953.46,868.2,18.0,18.0,super ideal,I,VS1,2.25,IGI,1953.46,868.2
temperley,lab,round,Excellent,Excellent,None,2555.0,1419.44,18.0,18.0,super ideal,I,VVS2,1.8,IGI,2555.0,1419.44
white lily,lab,round,Excellent,Excellent,None,1395.0,775.0,18.0,18.0,super ideal,I,VVS2,1.8,IGI,1395.0,775.0
temperley,lab,round,Very Good,Good,None,311.0,565.45,16.0,18.0,very good,E,VVS2,0.55,IGI,311.0,565.45
avignon diamonds,lab,oval,Excellent,Excellent,None,5935.0,1952.3,15.0,15.0,super ideal,D,VS1,3.04,IGI,5935.0,1952.3
bonsai gems,lab,oval,Excellent,Excellent,None,6005.0,1975.33,15.0,15.0,super ideal,D,VS1,3.04,IGI,6005.0,1975.33
cut and craft,lab,oval,Excellent,Excellent,None,5959.0,1960.2,15.0,15.0,super ideal,D,VS1,3.04,IGI,5959.0,1960.2
diamonds by zoya,lab,oval,Excellent,Excellent,None,6004.0,1975.0,15.0,15.0,super ideal,D,VS1,3.04,IGI,6004.0,1975.0
jane brear,lab,oval,Excellent,Excellent,None,5875.78,1932.82,15.0,15.0,super ideal,D,VS1,3.04,IGI,5875.78,1932.82
pegasus diamonds,lab,oval,Excellent,Excellent,None,6359.94,2092.09,15.0,15.0,super ideal,D,VS1,3.04,IGI,6359.94,2092.09
periwinkle stones,lab,oval,Excellent,Excellent,None,6051.0,1990.46,15.0,15.0,super ideal,D,VS1,3.04,IGI,6051.0,1990.46
serenade diamonds,lab,oval,Excellent,Excellent,None,5692.0,1872.37,15.0,15.0,super ideal,D,VS1,3.04,IGI,5692.0,1872.37
taiga gems,lab,oval,Excellent,Excellent,None,5951.0,1957.57,15.0,15.0,super ideal,D,VS1,3.04,IGI,5951.0,1957.57
temperley,lab,oval,Excellent,Excellent,None,5927.0,1949.67,15.0,15.0,super ideal,D,VS1,3.04,IGI,5927.0,1949.67
vega diamonds,lab,oval,Excellent,Excellent,None,5900.0,1940.79,15.0,15.0,super ideal,D,VS1,3.04,IGI,5900.0,1940.79
vespera gems,lab,oval,Excellent,Very Good,None,5907.88,1943.38,15.0,15.0,super ideal,D,VS1,3.04,IGI,5907.88,1943.38
white lily,lab,oval,Excellent,Excellent,None,5875.78,1932.82,15.0,15.0,super ideal,D,VS1,3.04,IGI,5875.78,1932.82
albert's creations,lab,cushion,Excellent,Excellent,None,348.0,483.33,15.0,15.0,super ideal,D,VS1,0.72,IGI,348.0,483.33
hoseki,lab,cushion,Excellent,Excellent,None,360.0,500.0,15.0,15.0,super ideal,D,VS1,0.72,IGI,360.0,500.0
promenade jewelry,lab,cushion,Excellent,Excellent,None,348.0,483.33,15.0,15.0,super ideal,D,VS1,0.72,IGI,348.0,483.33
artemis stones,lab,round,Excellent,Excellent,None,1889.76,944.88,16.0,18.0,very good,G,VS1,2.0,IGI,1889.76,944.88
michelle kennedy,lab,round,Good,Excellent,None,1909.0,954.5,16.0,18.0,very good,G,VS1,2.0,IGI,1909.0,954.5
white lily,lab,round,Excellent,Excellent,None,1956.17,978.09,15.0,18.0,very good,G,VS1,2.0,IGI,1956.17,978.09
albert's creations,lab,oval,Excellent,Excellent,None,1556.0,997.44,15.0,15.0,super ideal,E,VS2,1.56,IGI,1556.0,997.44
clermont diamonds,lab,oval,Excellent,Excellent,None,1551.2,994.36,15.0,15.0,super ideal,E,VS2,1.56,IGI,1551.2,994.36
genesis stones,lab,oval,Excellent,Excellent,None,1666.0,1067.95,15.0,15.0,super ideal,E,VS2,1.56,IGI,1666.0,1067.95
hill & holland,lab,oval,Excellent,Excellent,None,1583.04,1014.77,15.0,15.0,super ideal,E,VS2,1.56,IGI,1583.04,1014.77
kiyo,lab,oval,Excellent,Excellent,None,1509.0,967.31,15.0,15.0,super ideal,E,VS2,1.56,IGI,1509.0,967.31
mei & co,lab,oval,Excellent,Excellent,None,1550.0,993.59,15.0,15.0,super ideal,E,VS2,1.56,IGI,1550.0,993.59
michelle kennedy,lab,oval,Excellent,Excellent,None,1558.17,998.83,15.0,15.0,super ideal,E,VS2,1.56,IGI,1558.17,998.83
periwinkle stones,lab,oval,Excellent,Excellent,None,1607.92,1030.72,15.0,15.0,super ideal,E,VS2,1.56,IGI,1607.92,1030.72
rosella,lab,oval,Excellent,Excellent,None,1497.0,959.62,15.0,15.0,super ideal,E,VS2,1.56,IGI,1497.0,959.62
taiga gems,lab,oval,Excellent,Excellent,None,1536.0,984.62,15.0,15.0,super ideal,E,VS2,1.56,IGI,1536.0,984.62
temperley,lab,oval,Excellent,Excellent,None,1570.0,1006.41,15.0,15.0,super ideal,E,VS2,1.56,IGI,1570.0,1006.41
the diamond source,lab,oval,Excellent,Excellent,None,1527.0,978.85,15.0,15.0,super ideal,E,VS2,1.56,IGI,1527.0,978.85
vega diamonds,lab,oval,Excellent,Excellent,None,1509.0,967.31,15.0,15.0,super ideal,E,VS2,1.56,IGI,1509.0,967.31
white lily,lab,oval,Excellent,Excellent,None,1544.0,989.74,15.0,15.0,super ideal,E,VS2,1.56,IGI,1544.0,989.74
thalassa gems,lab,princess,Very Good,Very Good,None,1853.0,917.33,13.0,15.0,very good,G,SI1,2.02,IGI,1853.0,917.33
taiga gems,lab,oval,Excellent,Excellent,None,793.0,701.77,15.0,15.0,super ideal,G,SI1,1.13,IGI,793.0,701.77
eterna luxe,lab,round,Excellent,Excellent,None,762.0,777.55,18.0,18.0,ideal,E,VVS2,0.98,IGI,762.0,777.55
michelle kennedy,lab,round,Excellent,Excellent,None,821.0,837.76,18.0,18.0,ideal,E,VVS2,0.98,IGI,821.0,837.76
nova stars,lab,round,Excellent,Excellent,None,747.24,762.49,18.0,18.0,ideal,E,VVS2,0.98,IGI,747.24,762.49
roma diamonds,lab,round,Excellent,Excellent,None,747.0,762.24,18.0,18.0,ideal,E,VVS2,0.98,IGI,747.0,762.24
taiga gems,lab,round,Excellent,Excellent,None,760.0,775.51,18.0,18.0,ideal,E,VVS2,0.98,IGI,760.0,775.51
tamara,lab,round,Excellent,Excellent,None,758.0,773.47,18.0,18.0,ideal,E,VVS2,0.98,IGI,758.0,773.47
white lily,lab,round,Excellent,Excellent,None,821.0,837.76,18.0,18.0,ideal,E,VVS2,0.98,IGI,821.0,837.76
alicia & juno,lab,round,Excellent,Excellent,None,912.0,829.09,18.0,18.0,super ideal,D,VVS2,1.1,IGI,912.0,829.09
bayside gems,lab,round,Excellent,Excellent,None,885.0,804.55,18.0,18.0,super ideal,D,VVS2,1.1,IGI,885.0,804.55
camden gems,lab,round,Excellent,Excellent,None,899.0,817.27,18.0,18.0,super ideal,D,VVS2,1.1,IGI,899.0,817.27
cascade diamonds,lab,round,Excellent,Excellent,None,915.4,832.18,18.0,18.0,super ideal,D,VVS2,1.1,IGI,915.4,832.18
diamonds by zoya,lab,round,Excellent,Excellent,None,891.8,810.73,18.0,18.0,super ideal,D,VVS2,1.1,IGI,891.8,810.73
emilia sterling,lab,round,Excellent,Excellent,None,879.0,799.09,18.0,18.0,super ideal,D,VVS2,1.1,IGI,879.0,799.09
equinox jewels,lab,round,Excellent,Excellent,None,902.0,820.0,18.0,18.0,super ideal,D,VVS2,1.1,IGI,902.0,820.0
eternity fine jewelers,lab,round,Excellent,Excellent,None,915.0,831.82,18.0,18.0,super ideal,D,VVS2,1.1,IGI,915.0,831.82
hoseki,lab,round,Very Good,Excellent,None,914.0,830.91,18.0,18.0,super ideal,D,VVS2,1.1,IGI,914.0,830.91
iris diamonds,lab,round,Excellent,Excellent,None,900.0,818.18,18.0,18.0,super ideal,D,VVS2,1.1,IGI,900.0,818.18
joan cooper,lab,round,Excellent,Excellent,None,903.0,820.91,18.0,18.0,super ideal,D,VVS2,1.1,IGI,903.0,820.91
knox diamonds,lab,round,Excellent,Excellent,None,899.0,817.27,18.0,18.0,super ideal,D,VVS2,1.1,IGI,899.0,817.27
lunar diamonds,lab,round,Excellent,Excellent,None,905.0,822.73,18.0,18.0,super ideal,D,VVS2,1.1,IGI,905.0,822.73
marlene crafts,lab,round,Excellent,Excellent,None,896.0,814.55,18.0,18.0,super ideal,D,VVS2,1.1,IGI,896.0,814.55
marlowe & co,lab,round,Excellent,Excellent,None,913.0,830.0,18.0,18.0,super ideal,D,VVS2,1.1,IGI,913.0,830.0
mei & co,lab,round,Excellent,Excellent,None,906.0,823.64,18.0,18.0,super ideal,D,VVS2,1.1,IGI,906.0,823.64
michelle kennedy,lab,round,Excellent,Excellent,None,903.0,820.91,18.0,18.0,super ideal,D,VVS2,1.1,IGI,903.0,820.91
montmartre gems,lab,round,Excellent,Excellent,None,899.0,817.27,18.0,18.0,super ideal,D,VVS2,1.1,IGI,899.0,817.27
riviera jewels,lab,round,Excellent,Excellent,None,904.0,821.82,18.0,18.0,super ideal,D,VVS2,1.1,IGI,904.0,821.82
roma diamonds,lab,round,Very Good,Excellent,None,907.0,824.55,18.0,18.0,super ideal,D,VVS2,1.1,IGI,907.0,824.55
